claim_amount,policy_tenure_months,premium_to_claim_ratio,previous_claims_count,previous_fraud_flag,incident_severity,hospitalization_required,police_report_filed,document_count,claim_submission_delay_days,claimant_age,claimant_gender,claimant_location,fraud_label
14309.53,72,1.55,0,0,medium,0,1,2,23,22,male,Pune,1
100070.98,97,0.41,7,0,low,0,1,1,58,79,male,Pune,1
21986.41,54,0.58,2,0,low,0,0,2,57,79,male,Chennai,0
51395.95,17,1.51,5,0,low,0,1,6,37,63,male,Chennai,1
66710.01,30,2.89,5,0,low,0,0,7,38,65,female,Pune,0
60591.17,20,1.91,7,0,medium,0,1,0,16,19,female,Delhi,1
82653.39,106,0.29,0,0,medium,0,1,4,47,77,female,Delhi,1
78669.72,39,0.05,7,0,medium,0,1,3,36,51,male,Chennai,1
119053.0,45,2.01,0,0,medium,0,1,4,2,39,male,Bengaluru,1
119931.21,9,1.43,7,0,low,0,1,1,57,60,male,Bengaluru,0
62458.67,54,2.3,5,0,low,0,1,0,51,51,female,Pune,1
12328.69,110,0.88,3,0,low,0,0,1,4,40,male,Hyderabad,0
87613.35,50,1.75,3,0,low,0,1,1,25,38,female,Bengaluru,1
117223.03,79,2.09,0,0,medium,1,0,0,45,25,male,Chennai,0
38880.84,22,1.19,6,0,low,0,1,2,44,75,male,Delhi,1
55883.86,18,1.2,5,0,medium,0,1,5,10,59,male,Mumbai,0
51548.45,88,1.52,7,0,low,0,1,7,2,36,male,Chennai,1
7118.88,8,1.88,5,0,low,0,1,5,60,63,male,Mumbai,0
80999.47,54,1.49,7,0,low,1,1,1,54,61,female,Mumbai,1
43047.19,39,2.18,7,0,medium,0,1,2,45,26,male,Bengaluru,1
94708.2,2,1.18,3,0,medium,0,1,2,40,29,male,Delhi,1
100022.29,64,0.57,5,0,high,1,1,1,41,32,male,Hyderabad,1
98726.46,116,2.88,2,0,low,0,0,7,27,24,other,Bengaluru,0
50583.25,9,1.08,6,0,medium,0,1,5,41,69,female,Delhi,0
39263.94,98,1.1,4,0,medium,0,1,3,18,27,female,Pune,1
90109.67,65,1.45,3,0,low,1,0,3,5,69,female,Delhi,0
96365.34,87,1.55,5,0,low,0,0,2,18,51,female,Pune,1
59459.64,12,1.23,2,0,low,0,1,3,17,25,male,Mumbai,0
107270.69,105,1.49,4,0,low,0,1,5,18,71,female,Mumbai,1
18125.13,2,1.47,3,0,high,0,1,7,28,28,female,Bengaluru,1
105609.18,109,1.62,2,0,low,0,1,3,7,80,male,Pune,0
12435.33,79,0.05,7,0,medium,0,1,1,24,18,male,Pune,0
19269.54,41,2.82,0,0,medium,0,1,7,28,57,female,Pune,0
64526.96,1,1.4,6,0,low,0,0,2,11,37,male,Hyderabad,0
9034.7,74,1.91,1,0,medium,0,1,0,27,51,male,Hyderabad,1
7284.05,11,0.54,1,0,low,0,1,4,41,70,male,Mumbai,1
1061.73,74,1.17,1,0,medium,1,1,6,25,67,male,Delhi,1
52921.68,93,1.03,0,0,low,1,1,2,0,35,female,Mumbai,0
93180.24,33,2.53,0,1,low,1,1,2,42,22,female,Bengaluru,1
5145.76,29,1.09,6,1,low,0,1,2,35,35,female,Bengaluru,0
78618.66,27,2.03,7,0,medium,0,1,6,25,68,male,Mumbai,1
98952.15,27,1.04,4,0,medium,0,0,7,1,50,male,Bengaluru,1
20992.1,14,1.18,0,0,medium,1,1,6,5,65,female,Pune,0
18476.78,30,1.33,6,0,low,0,0,1,4,49,female,Bengaluru,1
103435.32,80,2.4,4,0,high,0,1,6,51,51,male,Chennai,1
98951.83,37,0.18,4,0,low,0,0,2,18,22,female,Pune,1
65134.07,94,0.58,7,0,high,1,1,6,25,19,female,Chennai,0
98484.79,99,0.14,3,0,medium,1,1,7,42,62,female,Chennai,1
12037.97,92,0.74,2,0,medium,1,0,5,39,30,male,Hyderabad,1
47943.3,65,0.93,6,0,low,0,1,7,3,40,male,Chennai,1
88797.91,38,0.37,4,0,medium,0,1,1,56,41,female,Pune,1
31636.78,112,0.99,5,0,medium,1,0,5,16,57,female,Pune,1
90527.14,25,0.09,5,0,low,0,1,0,46,77,female,Pune,1
60997.25,56,0.79,6,0,medium,0,1,5,50,65,female,Bengaluru,1
90281.65,55,2.34,2,0,low,0,1,2,32,58,male,Chennai,0
56296.88,90,1.78,0,0,medium,0,1,7,9,70,female,Bengaluru,0
44780.62,66,1.63,3,0,medium,1,0,3,33,50,female,Mumbai,0
27083.52,96,0.8,5,0,high,0,1,6,14,27,other,Mumbai,1
25797.14,111,0.42,6,0,medium,1,1,2,51,48,female,Pune,1
90427.41,47,0.7,2,0,low,1,1,0,46,79,male,Delhi,1
15150.33,105,1.47,5,0,medium,0,0,5,50,67,female,Mumbai,1
11231.9,21,2.11,6,0,low,0,1,1,50,40,female,Mumbai,1
21978.67,110,2.13,6,0,medium,0,1,5,10,38,male,Pune,1
21866.23,22,1.94,6,0,medium,0,0,3,1,75,female,Mumbai,1
98949.81,103,0.98,7,0,medium,0,1,7,38,23,male,Hyderabad,1
48422.29,47,1.52,5,0,low,1,1,2,37,76,male,Mumbai,1
118856.23,116,1.28,2,0,low,0,0,3,52,60,female,Hyderabad,1
17328.14,16,1.36,3,0,medium,0,0,5,38,68,male,Pune,0
78771.24,56,2.93,5,0,low,1,0,6,49,38,female,Bengaluru,1
54398.81,109,0.27,1,0,low,1,1,1,21,58,male,Pune,0
47757.26,6,1.34,4,0,low,0,0,5,7,38,female,Delhi,1
105135.02,32,2.35,4,0,medium,0,1,3,2,19,female,Hyderabad,0
117095.88,11,0.47,5,0,low,0,1,7,26,46,female,Chennai,1
104870.22,39,1.05,3,0,medium,0,0,5,0,79,male,Bengaluru,1
23883.78,47,1.13,5,0,high,0,1,6,31,33,female,Bengaluru,0
27274.95,75,1.34,0,0,medium,0,1,2,24,28,male,Bengaluru,0
79072.79,31,0.38,5,0,low,0,0,2,15,76,female,Chennai,1
35400.95,20,1.92,6,0,low,0,1,6,36,75,male,Bengaluru,1
88432.29,21,1.97,7,0,low,0,1,0,41,71,male,Bengaluru,0
68404.06,113,1.86,7,0,medium,0,1,4,2,79,female,Pune,0
66558.14,115,0.89,2,1,medium,0,0,7,29,80,male,Hyderabad,1
99597.08,27,1.56,0,0,low,0,1,7,57,75,male,Bengaluru,0
85553.4,24,0.87,5,0,low,0,1,5,18,78,male,Mumbai,1
4162.75,7,1.27,0,0,low,1,1,3,47,64,male,Pune,0
6885.64,116,3.01,2,1,low,0,1,6,20,37,other,Bengaluru,1
72585.46,85,1.57,5,0,high,0,0,0,16,46,female,Chennai,1
58856.86,92,0.67,4,0,low,0,1,6,52,41,male,Chennai,0
31961.97,35,1.63,4,0,low,1,1,1,21,50,female,Hyderabad,0
50820.07,77,0.55,6,0,low,0,0,5,52,61,female,Hyderabad,0
91191.33,8,0.66,1,0,low,0,0,2,39,33,female,Bengaluru,1
99366.77,82,0.77,6,0,low,1,1,6,49,18,female,Hyderabad,1
67785.55,70,1.19,4,0,low,0,1,4,49,55,male,Pune,0
46858.97,40,2.16,3,0,low,0,0,7,55,80,male,Delhi,1
33212.91,86,1.9,3,0,low,0,1,6,33,72,female,Delhi,0
63108.3,78,1.87,4,0,medium,1,1,7,58,18,female,Chennai,1
38455.2,53,0.73,4,1,medium,1,1,1,3,55,female,Mumbai,0
68127.32,23,1.12,2,0,low,0,1,3,30,51,male,Mumbai,0
81521.63,3,1.69,1,0,high,1,1,3,24,44,female,Hyderabad,1
8863.43,113,1.06,1,0,low,1,1,0,5,60,male,Bengaluru,1
1127.03,34,1.31,2,0,high,0,1,0,53,44,female,Bengaluru,0
26260.98,37,1.81,2,0,high,0,1,0,48,75,male,Mumbai,1
107446.87,82,1.26,4,0,low,0,0,6,45,75,female,Bengaluru,0
77908.6,31,1.66,7,0,low,0,1,3,38,58,other,Delhi,1
21463.28,46,2.61,0,0,high,0,1,6,36,46,male,Bengaluru,1
106941.41,86,1.38,2,0,low,1,1,6,23,55,female,Hyderabad,1
56924.76,72,2.33,0,0,low,0,1,0,41,74,female,Mumbai,1
57654.92,79,1.89,7,0,medium,0,1,6,59,36,male,Chennai,1
112329.49,1,0.47,5,0,medium,0,1,1,15,72,male,Bengaluru,0
8078.92,55,0.73,1,0,high,0,1,3,20,55,female,Delhi,0
26606.21,58,0.92,3,0,medium,0,0,7,6,22,male,Hyderabad,0
70706.79,76,0.9,5,0,high,0,1,2,55,65,male,Pune,1
24262.89,19,1.44,7,0,medium,0,0,7,32,30,female,Chennai,1
81863.71,20,1.93,4,0,medium,0,1,4,36,50,female,Delhi,1
26476.98,92,2.38,2,0,medium,0,0,0,16,77,female,Chennai,0
12799.68,81,1.72,5,0,high,1,1,6,2,67,female,Pune,1
25631.23,98,1.19,5,0,high,0,1,0,49,62,female,Chennai,1
51305.35,33,0.05,5,0,high,0,1,5,52,22,female,Pune,1
21960.46,120,1.55,0,0,medium,0,1,3,20,72,male,Delhi,1
17028.35,33,1.52,5,0,medium,0,1,1,46,39,male,Hyderabad,0
103373.54,79,1.63,0,0,low,0,1,4,34,21,female,Bengaluru,0
39127.27,20,2.97,7,0,high,0,1,2,39,78,female,Delhi,0
43930.28,111,2.37,7,1,low,0,1,0,10,30,male,Mumbai,1
7577.18,40,2.05,4,0,low,1,1,4,37,38,female,Pune,0
43526.99,97,0.83,5,0,low,0,1,0,9,26,female,Pune,1
32512.05,40,1.14,0,1,medium,1,1,4,13,57,male,Chennai,1
73647.72,95,1.43,6,0,medium,0,1,1,21,72,male,Mumbai,1
25441.45,55,0.96,2,1,low,0,1,6,13,50,male,Pune,1
106715.49,8,1.85,2,1,low,0,0,7,55,72,female,Delhi,1
111630.33,23,1.75,5,0,low,1,1,7,1,77,male,Delhi,0
12879.9,83,0.74,7,0,low,0,1,7,55,72,male,Hyderabad,0
13780.95,24,2.34,3,0,low,1,1,0,9,28,male,Mumbai,1
14723.85,34,1.57,4,0,medium,0,1,4,53,30,female,Mumbai,1
74728.74,66,0.29,4,0,low,1,1,1,20,36,male,Pune,1
15514.31,31,1.46,2,0,low,1,1,0,56,58,male,Mumbai,0
102433.5,16,1.7,4,0,low,1,1,3,32,72,male,Bengaluru,1
90758.31,75,2.18,7,0,medium,0,0,3,29,37,male,Mumbai,1
98557.25,83,1.26,3,0,high,1,1,2,7,59,male,Chennai,1
63601.2,88,2.08,6,0,low,0,0,0,26,29,female,Chennai,0
119604.59,114,1.63,6,0,low,0,1,3,34,52,female,Delhi,1
6256.84,15,0.58,6,0,medium,0,1,1,59,67,male,Mumbai,1
48750.53,52,0.51,5,1,low,0,1,0,16,42,female,Chennai,1
39548.46,29,2.29,7,0,high,0,0,3,5,28,male,Hyderabad,0
113888.81,109,2.34,5,1,high,0,0,0,15,43,female,Hyderabad,1
69646.45,65,1.73,7,0,medium,0,1,7,14,66,male,Hyderabad,0
96936.72,12,2.55,5,0,high,0,1,6,57,76,female,Chennai,0
21270.6,84,2.24,6,0,low,0,1,7,9,56,female,Chennai,0
117457.46,6,1.98,7,0,low,1,1,0,60,60,female,Hyderabad,0
60338.11,33,0.86,7,0,low,1,1,3,6,44,male,Delhi,0
59746.98,87,2.71,4,0,low,1,1,6,49,76,female,Hyderabad,1
116535.28,61,1.88,5,0,low,1,0,4,25,72,female,Pune,0
46307.15,92,1.23,7,0,medium,0,1,2,3,79,female,Chennai,0
48305.48,69,1.03,3,0,medium,0,1,6,37,72,male,Delhi,1
70585.57,102,1.68,0,0,low,0,0,2,44,52,male,Mumbai,1
16238.26,68,0.33,7,0,medium,0,1,7,51,78,male,Chennai,0
39209.19,7,1.99,5,0,low,0,1,0,10,56,female,Mumbai,0
23991.79,9,0.83,3,0,low,1,1,5,37,55,male,Hyderabad,1
13290.73,94,1.76,5,0,low,0,0,0,34,59,female,Chennai,0
104071.21,5,1.13,0,0,medium,1,1,7,26,29,male,Pune,0
71130.41,46,1.31,3,0,medium,0,0,2,54,70,male,Hyderabad,0
43682.06,2,0.97,2,0,medium,1,1,0,25,40,male,Pune,1
49631.66,37,1.39,2,0,low,0,1,6,23,59,female,Chennai,1
52350.76,72,2.82,7,0,low,1,1,7,32,71,female,Chennai,1
76344.75,21,2.47,4,1,high,0,1,7,56,25,female,Bengaluru,1
111285.56,56,1.75,1,0,low,0,0,3,52,36,female,Bengaluru,1
112000.77,120,1.48,2,0,low,0,1,0,43,77,female,Chennai,1
47587.55,9,2.09,1,0,low,0,1,1,4,40,male,Hyderabad,1
40182.23,8,2.29,7,0,low,0,1,0,18,59,female,Chennai,0
54674.53,33,0.92,2,0,medium,0,1,0,0,53,male,Mumbai,1
68584.17,100,1.45,2,0,low,0,1,1,5,72,female,Bengaluru,1
55956.33,49,0.22,2,0,medium,1,1,4,50,50,male,Mumbai,1
79391.66,77,2.29,1,1,high,0,1,6,49,44,female,Pune,1
66973.48,5,2.95,6,0,low,0,1,4,6,19,female,Pune,0
39165.15,89,1.56,4,0,low,1,1,1,27,47,male,Delhi,0
42141.97,9,0.05,3,0,high,0,0,4,17,54,female,Hyderabad,1
46052.54,86,1.93,3,0,medium,1,1,1,4,61,male,Pune,0
12262.13,18,0.87,5,0,high,0,1,3,23,67,male,Pune,1
20761.45,104,1.04,0,0,low,0,1,7,6,66,female,Pune,0
87050.54,36,1.94,7,0,medium,0,1,1,44,46,female,Mumbai,1
47302.51,23,1.68,4,0,high,0,0,6,58,22,female,Bengaluru,1
26530.14,41,1.16,1,0,low,0,1,2,25,34,male,Chennai,0
67958.02,1,1.05,4,0,high,1,1,5,14,43,male,Pune,1
90909.21,20,1.59,6,0,medium,0,1,2,30,79,male,Chennai,1
31633.26,72,1.21,1,0,high,1,1,1,58,66,female,Hyderabad,1
99388.0,37,0.72,4,0,low,0,1,3,9,74,female,Pune,1
111373.08,43,1.27,4,0,low,0,1,3,41,80,male,Delhi,1
72089.95,97,1.74,6,0,low,1,1,4,5,26,male,Chennai,0
80604.77,15,1.38,4,0,high,1,1,1,18,18,male,Chennai,0
7256.54,48,0.51,5,0,low,0,1,7,26,54,male,Mumbai,0
113516.87,23,2.19,6,0,low,0,1,5,23,34,male,Pune,1
47705.68,58,0.05,7,0,high,0,0,6,10,72,male,Delhi,1
110944.15,40,1.19,2,0,low,0,1,6,47,47,male,Hyderabad,0
69898.33,6,1.07,5,0,medium,1,0,5,41,18,male,Hyderabad,1
1549.64,9,1.6,1,0,low,0,1,1,26,32,male,Delhi,0
5586.5,103,1.89,6,0,medium,0,1,4,25,39,female,Bengaluru,0
81969.84,7,2.29,7,1,low,0,1,7,4,19,female,Bengaluru,1
67957.49,94,1.0,2,0,medium,0,1,0,40,37,male,Delhi,1
4157.36,110,1.91,4,0,medium,0,0,3,14,51,male,Bengaluru,0
89471.74,56,1.64,6,0,low,0,1,1,18,74,female,Mumbai,0
102405.3,38,0.3,0,0,low,0,1,6,52,58,male,Bengaluru,0
60073.68,94,2.83,5,0,low,1,0,7,39,23,male,Bengaluru,0
56425.14,118,0.49,6,0,medium,1,1,0,42,44,male,Bengaluru,0
1651.3,15,1.79,6,0,low,0,1,6,16,66,male,Hyderabad,0
94611.32,116,1.77,1,0,low,0,1,2,30,41,female,Chennai,0
40355.21,114,1.69,6,0,low,1,1,7,0,53,female,Chennai,0
105572.87,18,1.15,6,0,medium,1,1,0,14,80,male,Chennai,0
45394.21,7,2.08,0,0,medium,1,1,1,48,26,male,Bengaluru,0
68244.27,86,0.41,5,0,low,0,1,5,28,48,female,Mumbai,1
33170.67,10,1.45,5,0,high,0,0,6,38,56,female,Bengaluru,0
20110.01,73,1.11,7,0,medium,1,1,0,48,68,other,Hyderabad,1
93214.04,8,1.03,0,0,high,0,1,1,57,70,female,Hyderabad,0
60094.27,83,1.8,7,0,medium,0,1,2,4,36,male,Delhi,0
64842.06,28,2.25,4,0,low,0,1,0,35,47,male,Delhi,0
115884.5,12,1.26,2,0,high,0,1,6,60,70,male,Mumbai,1
115666.01,8,2.05,3,0,medium,0,1,5,12,70,female,Pune,0
102821.41,23,1.53,6,1,medium,0,1,5,52,69,male,Mumbai,0
23325.51,65,0.88,7,0,low,0,1,3,35,60,female,Pune,0
71718.45,10,1.32,2,0,low,0,1,5,19,34,female,Delhi,1
105499.54,97,1.29,7,1,medium,0,1,4,47,41,female,Pune,0
45561.21,73,1.01,5,0,low,1,1,5,53,59,female,Mumbai,0
13031.63,36,1.8,1,0,medium,0,1,3,8,34,male,Chennai,0
97504.59,119,1.66,4,0,low,0,1,5,41,60,male,Hyderabad,1
58329.86,80,0.39,6,0,medium,0,1,5,57,50,female,Hyderabad,1
68162.73,81,0.34,0,0,low,0,1,5,40,45,female,Bengaluru,0
117875.17,21,1.8,0,0,low,0,0,6,33,40,female,Bengaluru,1
73258.16,86,0.93,0,0,low,0,1,2,8,66,female,Hyderabad,1
51572.55,68,1.71,4,0,high,1,1,7,27,47,female,Bengaluru,0
45028.14,119,2.05,0,0,medium,0,1,0,55,37,male,Pune,0
50696.7,58,0.61,7,0,high,1,1,3,48,42,male,Hyderabad,1
15089.49,82,0.51,1,0,medium,0,1,3,27,48,female,Bengaluru,0
95575.32,41,2.67,0,0,medium,0,1,6,18,56,female,Bengaluru,0
100688.31,5,1.75,2,0,medium,0,1,0,48,80,female,Pune,1
34843.26,16,1.21,6,0,high,0,1,1,59,39,male,Delhi,0
37151.8,105,0.85,7,0,high,1,0,3,18,29,female,Delhi,1
105045.78,89,1.14,2,0,medium,1,1,6,49,79,male,Chennai,1
3852.47,44,0.67,4,0,low,0,1,3,18,27,male,Delhi,0
62934.44,84,2.12,6,0,medium,0,1,5,50,74,male,Delhi,1
56177.41,1,0.96,6,0,low,1,1,1,58,26,female,Chennai,1
83125.09,5,2.27,1,0,low,0,1,7,40,40,male,Pune,0
20443.61,61,1.22,6,0,medium,0,0,6,30,80,male,Chennai,0
80531.36,75,0.77,6,0,high,0,1,0,19,28,male,Pune,1
45831.35,113,1.2,5,1,low,0,0,5,3,28,male,Mumbai,1
74627.06,92,0.05,4,0,low,1,0,1,3,56,female,Delhi,1
5771.31,31,1.42,3,0,high,0,0,4,50,29,female,Mumbai,1
55945.54,98,1.38,7,0,low,1,1,5,40,19,female,Pune,0
63147.86,59,2.08,6,0,low,0,0,7,13,61,male,Delhi,0
26504.84,100,0.18,4,0,medium,0,1,0,33,78,male,Chennai,1
17615.21,21,2.31,5,1,high,0,1,2,53,65,male,Mumbai,0
23428.44,4,2.07,3,0,medium,1,0,5,39,78,female,Mumbai,0
41952.79,7,2.38,5,1,medium,0,1,2,55,51,female,Chennai,1
12520.41,119,1.46,0,0,low,1,1,5,7,56,male,Hyderabad,1
113731.06,10,2.21,7,0,low,0,1,1,4,79,female,Bengaluru,1
49194.29,113,0.47,4,0,medium,0,1,1,40,49,male,Bengaluru,0
97267.38,88,2.0,4,1,high,1,1,4,35,20,female,Chennai,1
116955.64,18,0.96,1,0,low,1,1,5,41,33,female,Pune,1
10607.5,104,0.34,4,0,low,0,1,1,59,57,female,Hyderabad,0
78548.67,18,0.71,0,0,low,1,0,6,6,72,female,Delhi,0
104697.68,18,1.5,7,0,low,0,1,6,56,56,male,Delhi,1
76473.9,70,0.92,5,0,low,0,0,0,3,43,female,Bengaluru,1
52054.11,35,1.76,3,0,low,1,1,2,32,38,female,Hyderabad,1
52298.09,35,0.23,6,0,medium,1,1,4,50,61,female,Hyderabad,0
5271.97,24,0.05,6,0,low,0,0,3,41,74,male,Chennai,1
64617.49,73,2.46,0,0,medium,1,0,2,13,35,male,Delhi,1
119231.62,4,2.13,0,0,medium,0,1,4,36,52,female,Pune,0
115086.2,30,0.77,2,0,high,1,1,7,55,44,male,Mumbai,1
5807.51,67,1.5,0,0,high,1,1,2,12,33,male,Hyderabad,0
84989.84,59,2.21,4,0,low,1,0,1,57,43,male,Pune,1
36910.02,84,1.79,4,1,low,1,1,5,39,23,female,Delhi,1
108455.71,26,1.6,4,0,medium,1,0,4,5,51,female,Delhi,1
6368.65,78,2.27,0,0,low,0,1,5,20,24,female,Chennai,1
112369.02,92,0.99,7,0,low,0,1,5,52,47,female,Delhi,0
100659.61,47,1.52,7,0,low,0,1,6,20,74,male,Chennai,1
14983.02,31,1.49,4,0,high,1,1,5,57,27,male,Bengaluru,1
8119.1,67,1.31,0,0,low,0,1,4,25,33,male,Hyderabad,0
100330.21,70,1.23,3,0,medium,1,1,3,20,63,female,Mumbai,1
19535.16,12,1.55,5,0,low,0,1,3,51,75,female,Chennai,0
64652.88,68,1.52,5,0,medium,1,0,2,47,78,male,Chennai,1
109973.64,19,0.77,1,0,low,0,0,3,14,25,male,Chennai,0
68526.33,69,2.06,6,0,high,1,1,4,47,33,female,Delhi,1
48270.76,112,0.82,7,0,medium,1,1,5,15,79,female,Mumbai,0
53956.91,65,1.35,4,0,low,0,1,6,54,49,female,Bengaluru,0
8510.94,92,1.29,3,0,low,0,1,3,0,70,male,Hyderabad,0
116281.53,38,1.75,4,1,high,0,1,5,40,18,male,Mumbai,1
37967.85,111,0.05,0,0,medium,1,1,3,9,25,male,Bengaluru,0
23534.26,98,2.12,4,0,low,1,1,2,41,30,male,Mumbai,1
35039.63,111,1.03,0,0,low,0,1,1,59,23,female,Chennai,0
115760.41,89,2.35,0,0,low,0,0,2,40,74,male,Delhi,1
12220.04,78,1.17,4,0,low,0,1,5,26,68,female,Hyderabad,1
104209.06,64,1.47,4,0,low,0,1,1,50,42,female,Pune,0
85233.42,112,2.84,7,0,low,1,1,0,11,22,female,Pune,1
99772.28,102,1.31,4,0,low,0,1,2,33,24,male,Hyderabad,0
117131.81,51,2.37,7,1,high,1,1,7,58,34,female,Delhi,1
101216.4,11,1.53,6,0,medium,1,1,1,21,63,male,Pune,0
113262.5,1,1.79,2,0,high,1,1,1,1,68,female,Hyderabad,0
16105.3,29,1.55,7,0,medium,0,1,3,26,51,male,Delhi,1
95698.84,8,2.09,3,0,medium,0,1,3,29,75,female,Hyderabad,1
65935.41,26,1.02,4,0,low,1,1,7,49,76,male,Delhi,0
65675.98,14,0.81,0,0,medium,1,0,1,49,66,male,Chennai,1
107971.67,118,1.05,1,0,low,1,1,3,20,22,female,Bengaluru,1
116644.65,12,1.57,4,0,medium,0,1,2,47,74,female,Delhi,1
84875.76,76,1.35,2,0,high,0,1,1,8,75,male,Delhi,0
58469.67,43,2.0,4,1,high,1,1,2,11,53,male,Mumbai,1
55312.06,21,2.41,0,0,low,1,1,2,36,55,male,Chennai,1
46974.63,85,0.82,2,0,medium,0,1,5,43,67,male,Bengaluru,1
44030.28,117,0.99,5,0,low,1,1,6,49,55,female,Pune,1
47589.31,95,0.49,4,0,low,0,0,1,37,39,male,Delhi,1
11680.63,118,2.92,7,0,low,0,1,3,7,61,female,Delhi,1
10214.89,71,1.71,7,0,low,0,1,2,41,67,female,Hyderabad,0
93804.51,81,1.84,6,0,medium,0,0,6,26,26,female,Delhi,0
54082.67,18,0.56,0,1,low,0,1,0,16,60,female,Bengaluru,0
111751.45,103,1.5,4,0,low,0,1,3,20,28,male,Pune,0
73854.3,90,1.86,1,0,high,0,1,2,49,54,female,Delhi,0
5185.94,31,1.32,2,1,medium,0,1,2,10,24,male,Mumbai,0
19745.28,43,2.25,1,0,low,0,1,7,34,80,male,Delhi,0
25492.56,74,3.12,3,0,medium,0,1,4,5,60,female,Hyderabad,0
117112.59,2,0.84,0,0,medium,1,0,3,44,47,female,Hyderabad,1
27025.8,99,0.78,4,0,medium,0,0,6,9,49,male,Mumbai,1
62374.93,34,0.89,1,0,medium,0,1,6,57,57,male,Bengaluru,1
112405.05,9,2.62,4,0,high,0,1,1,53,25,male,Hyderabad,1
117285.93,40,2.23,5,0,low,1,1,3,52,50,female,Mumbai,0
29126.89,101,1.41,1,0,medium,1,1,3,21,63,male,Delhi,0
6845.0,33,1.53,0,0,low,1,0,3,47,34,female,Bengaluru,1
19278.62,65,0.93,6,0,high,1,1,2,8,48,female,Pune,0
8536.09,98,2.12,5,0,low,0,0,6,17,38,male,Delhi,0
24219.78,5,1.23,2,0,low,1,1,7,8,28,female,Pune,0
68659.8,92,1.32,7,0,high,0,0,0,3,79,female,Mumbai,1
109581.41,35,1.93,1,0,medium,1,1,6,22,55,female,Pune,1
64929.05,84,1.37,7,0,low,1,1,6,35,42,female,Chennai,1
75492.76,23,1.34,0,1,low,1,0,2,52,39,male,Hyderabad,0
25022.2,17,1.51,5,0,low,0,1,3,2,60,female,Mumbai,1
96269.45,95,2.06,0,0,high,0,1,0,24,24,female,Pune,0
74516.88,97,2.65,1,0,low,0,1,2,43,53,female,Delhi,1
103832.28,118,1.91,3,0,low,0,1,1,12,32,male,Pune,0
113912.33,82,2.06,0,0,medium,1,1,7,44,74,female,Delhi,1
42400.19,56,1.36,3,0,low,1,1,0,34,67,male,Bengaluru,0
11778.91,24,1.0,1,1,low,0,0,2,34,65,male,Delhi,1
27885.55,36,1.96,0,1,high,1,1,3,7,27,male,Bengaluru,0
53103.15,78,1.62,7,0,low,0,0,7,10,23,male,Bengaluru,0
113537.54,42,0.5,7,0,high,0,1,6,53,46,female,Pune,1
46018.87,59,1.27,7,0,medium,0,1,7,53,40,male,Chennai,1
92722.01,21,1.44,1,0,low,0,0,2,27,63,female,Chennai,1
65316.73,53,1.14,3,0,medium,1,0,2,36,62,female,Pune,0
22754.24,29,2.54,2,0,medium,1,0,4,33,43,male,Delhi,0
39167.36,14,1.84,2,0,medium,1,0,2,31,28,female,Mumbai,1
78729.83,16,2.46,3,0,medium,0,1,0,43,38,male,Delhi,0
81069.55,63,1.68,4,1,low,0,0,6,34,49,male,Chennai,1
52736.41,44,1.56,3,0,low,0,1,0,7,33,female,Bengaluru,1
28208.83,12,0.84,2,0,medium,0,1,1,5,38,male,Hyderabad,1
86906.91,62,1.51,7,0,low,0,1,7,51,33,male,Bengaluru,0
21095.89,20,1.51,7,0,low,0,0,5,45,22,female,Pune,1
112463.69,2,0.54,2,1,medium,1,1,5,12,55,male,Chennai,0
23360.53,16,1.12,1,0,low,0,1,1,3,80,male,Pune,0
13770.17,54,1.27,4,0,medium,1,1,2,13,77,female,Delhi,0
60220.08,115,1.79,2,0,high,0,0,1,35,76,female,Hyderabad,1
62826.4,30,1.82,7,0,high,0,1,5,35,59,female,Hyderabad,0
61474.96,35,1.09,3,0,low,1,1,4,10,65,female,Pune,0
52963.43,30,1.83,0,0,low,1,1,2,10,22,male,Hyderabad,0
119382.97,43,1.37,1,0,high,1,1,5,12,30,male,Hyderabad,1
58867.39,87,0.05,0,0,low,1,1,6,27,62,male,Hyderabad,1
57875.64,39,1.16,3,0,medium,0,1,5,14,80,male,Chennai,1
51190.16,79,2.26,2,0,medium,1,1,0,27,75,female,Pune,1
8952.26,108,0.32,6,0,low,1,1,4,0,57,female,Pune,0
71561.84,114,1.58,7,1,low,0,0,1,57,24,male,Bengaluru,1
28128.16,68,2.61,1,0,medium,0,1,2,54,78,male,Pune,0
76875.47,86,0.97,7,0,low,0,0,7,20,38,male,Mumbai,1
7049.18,111,1.5,4,0,high,1,1,3,49,20,female,Hyderabad,0
117785.07,95,0.59,2,1,medium,1,1,6,32,66,male,Hyderabad,0
56811.6,36,2.64,3,0,low,1,1,1,1,28,female,Mumbai,1
107713.89,16,1.44,3,0,medium,0,1,7,17,37,male,Bengaluru,1
57591.78,14,1.53,1,1,low,0,0,2,3,60,male,Bengaluru,1
8179.37,106,2.45,6,0,low,0,0,1,43,78,female,Mumbai,1
98843.41,67,1.96,0,1,high,0,1,2,47,75,female,Mumbai,1
78133.86,36,0.89,0,0,medium,0,1,1,37,28,male,Delhi,0
94029.09,42,1.05,2,0,medium,0,0,4,0,29,male,Bengaluru,0
51952.21,34,1.85,1,0,high,0,1,1,14,68,female,Chennai,0
76914.47,97,1.06,0,1,medium,0,1,1,28,37,female,Hyderabad,1
